data,stato,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,lat,long,totale_casi,note
2020-05-18T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,422,
2020-05-19T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,421,
2020-05-20T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,423,
2020-05-21T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,425,
2020-05-22T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,426,
2020-05-23T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,426,
2020-05-24T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,426,
2020-05-25T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,426,
2020-05-26T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,427,
2020-05-27T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-05-28T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-05-29T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-05-30T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,430,
2020-05-31T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,430,
2020-06-01T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,430,
2020-06-02T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-03T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-04T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-05T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-06T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-07T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-08T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-09T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-10T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-11T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-12T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-13T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-14T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-15T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-16T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-17T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-18T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-19T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-20T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-21T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-22T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,428,
2020-06-23T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,429,
2020-06-24T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,456,
2020-06-25T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-06-26T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-06-27T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-06-28T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-06-29T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-06-30T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-07-01T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-07-02T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-07-03T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-07-04T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,457,
2020-07-05T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,458,
2020-07-06T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-07T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-08T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-09T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-10T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-11T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-12T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-13T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-14T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-15T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-16T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-17T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,459,
2020-07-18T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,460,
2020-07-19T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,460,
2020-07-20T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,460,
2020-07-21T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,460,
2020-07-22T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,460,
2020-07-23T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,461,
2020-07-24T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-07-25T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,463,
2020-07-26T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,463,
2020-07-27T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,463,
2020-07-28T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-07-29T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-07-30T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-07-31T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-08-01T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-08-02T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-08-03T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-08-04T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,462,
2020-08-05T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,464,
2020-08-06T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,463,
2020-08-07T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,463,
2020-08-08T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,464,
2020-08-09T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,464,
2020-08-10T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,468,
2020-08-11T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,468,
2020-08-12T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,469,
2020-08-13T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,469,
2020-08-14T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,469,
2020-08-15T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,477,
2020-08-16T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,479,
2020-08-17T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,479,
2020-08-18T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,479,
2020-08-19T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,479,
2020-08-20T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,484,
2020-08-21T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,484,
2020-08-22T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,487,
2020-08-23T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,491,
2020-08-24T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,492,
2020-08-25T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,497,
2020-08-26T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,500,
2020-08-27T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,506,
2020-08-28T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,513,
2020-08-29T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,518,
2020-08-30T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,525,
2020-08-31T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,532,
2020-09-01T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,534,
2020-09-02T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,537,
2020-09-03T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,543,
2020-09-04T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,545,
2020-09-05T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,549,
2020-09-06T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,551,
2020-09-07T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,552,
2020-09-08T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,552,
2020-09-09T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,558,
2020-09-10T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,561,
2020-09-11T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,563,
2020-09-12T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,565,
2020-09-13T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,567,
2020-09-14T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,574,
2020-09-15T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,576,
2020-09-16T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,581,
2020-09-17T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,585,
2020-09-18T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,594,
2020-09-19T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,598,
2020-09-20T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,598,
2020-09-21T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,602,
2020-09-22T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,603,
2020-09-23T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,607,
2020-09-24T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,608,
2020-09-25T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,612,
2020-09-26T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,617,
2020-09-27T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,627,
2020-09-28T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,631,
2020-09-29T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,637,
2020-09-30T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,643,
2020-10-01T17:00:00,ITA,12,Lazio,056,Viterbo,VT,42.4173828,12.10473416,644,
